old_id,new_id,status,old_name,new_name,brand_old_id,brand_new_id,category
241,241,EXISTING,LENTE P HOYALUX18W1.5 / T,LENTE P HOYALUX18W1.5 / T,51,51,LENS
242,242,EXISTING,LENTE P HOYALUX18W1.5 T/AR,LENTE P HOYALUX18W1.5 T/AR,51,51,LENS
243,243,EXISTING,LENTE P HOYALUX18WTX1.53/I,LENTE P HOYALUX18WTX1.53/I,51,51,LENS
244,244,EXISTING,LENTE P HOYALUX18WTX1.53/AR,LENTE P HOYALUX18WTX1.53/AR,51,51,LENS
245,245,EXISTING,LENTE P HOYALUX18WTX1.53/T,LENTE P HOYALUX18WTX1.53/T,51,51,LENS
246,246,EXISTING,LENTE P HOYALUX18WTX1.53 T/AR,LENTE P HOYALUX18WTX1.53 T/AR,51,51,LENS
247,1019,CREATED,LENTE PR1.53 ARGOS INC.,LENTE PR1.53 ARGOS INC.,51,51,LENS
248,1020,CREATED,LENTE PR1.53 ARGOS AR,LENTE PR1.53 ARGOS AR,51,51,LENS
249,1021,CREATED,LENTE PR1.53 ARGOS TRANSIT,LENTE PR1.53 ARGOS TRANSIT,51,51,LENS
250,1022,CREATED,LENTE PR1.53 ARGOS TRANSIT AR,LENTE PR1.53 ARGOS TRANSIT AR,51,51,LENS
251,1023,CREATED,LENTE PR1.59 ARGOS INC.,LENTE PR1.59 ARGOS INC.,51,51,LENS
252,1024,CREATED,LENTE ARGOS 1.59 AR NR BC,LENTE ARGOS 1.59 AR NR BC,51,51,LENS
253,1025,CREATED,LENTE ARGOS 1.60 INC.,LENTE ARGOS 1.60 INC.,51,51,LENS
254,1026,CREATED,LENTE ARGOS 1.60 AR CX,LENTE ARGOS 1.60 AR CX,51,51,LENS
255,1027,CREATED,LENTE P HOYALUX22GP1.5/ I,LENTE P HOYALUX22GP1.5/ I,51,51,LENS
256,1028,CREATED,LENTE P HOYALUX22GP1.5/ AR,LENTE P HOYALUX22GP1.5/ AR,51,51,LENS
257,1029,CREATED,LENTE PR1.50 ARGOS TF TRANSIT AR,LENTE PR1.50 ARGOS TF TRANSIT AR,51,51,LENS
258,1030,CREATED,LENTE PR1.53 ARGOS TF INC.,LENTE PR1.53 ARGOS TF INC.,51,51,LENS
259,1031,CREATED,LENTE PR1.53 ARGOS TF AR,LENTE PR1.53 ARGOS TF AR,51,51,LENS
260,1032,CREATED,LENTE PR1.53 ARGOS TF TRANSIT AR,LENTE PR1.53 ARGOS TF TRANSIT AR,51,51,LENS
261,1033,CREATED,LENTE PR1.53 ARGOS TF TRANSIT,LENTE PR1.53 ARGOS TF TRANSIT,51,51,LENS
262,1034,CREATED,LENTE ARGOS 1.60 AR NR BC,LENTE ARGOS 1.60 AR NR BC,51,51,LENS
263,1035,CREATED,LENTE PR1.50 ARGOS TF AR,LENTE PR1.50 ARGOS TF AR,51,51,LENS
264,1036,CREATED,LENTE BIF. BIOVIS TRANST IV,LENTE BIF. BIOVIS TRANST IV,60,60,LENS
265,265,EXISTING,LENTE VS1.67 STYLIS CRIZAL C4,LENTE VS1.67 STYLIS CRIZAL C4,60,60,LENS
266,266,EXISTING,LENTE VS1.74 STYLIS CRIZAL C4,LENTE VS1.74 STYLIS CRIZAL C4,60,60,LENS
267,267,EXISTING,LENTE VS1.67 STYLIS CRIZAL C2,LENTE VS1.67 STYLIS CRIZAL C2,60,60,LENS
268,268,EXISTING,LENTE VS1.74 STYLIS1.74 CRIZAL C2,LENTE VS1.74 STYLIS1.74 CRIZAL C2,60,60,LENS
269,1037,CREATED,LENTE VS STYLIS1.67CZ4 TRANT,LENTE VS STYLIS1.67CZ4 TRANT,1,335,LENS
270,270,EXISTING,LENTE VS1.67 STYLIS TRANSIT CRIZAL C4,LENTE VS1.67 STYLIS TRANSIT CRIZAL C4,60,60,LENS
271,271,EXISTING,LENTE VS1.59 TRANS CRIZAL C4,LENTE VS1.59 TRANS CRIZAL C4,60,60,LENS
